shift_id,year,month,date,staff_id,staff_name,scheduled_start,scheduled_end,actual_start,actual_end,scheduled_hours,actual_hours,break_minutes,overtime_minutes,is_late,is_early_leave,notes
SH20240324_0492,2024,3,24,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240324_0493,2024,3,24,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240324_0494,2024,3,24,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240324_0495,2024,3,24,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240324_0496,2024,3,24,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240324_0497,2024,3,24,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240325_0498,2024,3,25,2,佐藤花子,17:00,22:00,17:00,21:40,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240325_0499,2024,3,25,3,鈴木次郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240325_0500,2024,3,25,7,渡辺翔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240325_0501,2024,3,25,8,中村陽子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240325_0502,2024,3,25,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240326_0503,2024,3,26,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240326_0504,2024,3,26,4,山田美咲,14:00,18:00,14:00,18:01,4.0,4.0,0,1,FALSE,FALSE,
SH20240326_0505,2024,3,26,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240326_0506,2024,3,26,10,加藤真由美,17:00,22:00,16:48,22:00,5.0,5.2,0,12,FALSE,FALSE,
SH20240327_0507,2024,3,27,3,鈴木次郎,17:00,22:00,17:00,21:40,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240327_0508,2024,3,27,5,高橋健太,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240327_0509,2024,3,27,6,伊藤さくら,09:00,17:00,09:12,17:05,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240328_0510,2024,3,28,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240328_0511,2024,3,28,4,山田美咲,14:00,18:00,14:13,18:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240328_0512,2024,3,28,5,高橋健太,14:00,18:00,14:12,18:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240328_0513,2024,3,28,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240329_0514,2024,3,29,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240329_0515,2024,3,29,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240329_0516,2024,3,29,4,山田美咲,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240329_0517,2024,3,29,5,高橋健太,13:00,21:00,12:47,21:00,7.0,7.2,60,13,FALSE,FALSE,
SH20240329_0518,2024,3,29,6,伊藤さくら,17:00,22:00,17:00,22:11,5.0,5.2,0,11,FALSE,FALSE,
SH20240329_0519,2024,3,29,7,渡辺翔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240329_0520,2024,3,29,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240329_0521,2024,3,29,9,小林大輔,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240330_0522,2024,3,30,3,鈴木次郎,17:00,22:00,17:00,21:44,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240330_0523,2024,3,30,6,伊藤さくら,14:00,18:00,14:00,17:46,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240330_0524,2024,3,30,8,中村陽子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240331_0525,2024,3,31,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240331_0526,2024,3,31,2,佐藤花子,09:00,17:00,09:00,16:52,7.0,6.9,60,0,FALSE,TRUE,早退
SH20240331_0527,2024,3,31,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240331_0528,2024,3,31,6,伊藤さくら,09:00,13:00,09:03,13:00,4.0,4.0,0,0,TRUE,FALSE,遅刻
SH20240331_0529,2024,3,31,9,小林大輔,09:00,17:00,08:56,17:14,7.0,7.3,60,18,FALSE,FALSE,
SH20240401_0530,2024,4,1,1,田中太郎,09:00,17:00,09:00,16:50,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240401_0531,2024,4,1,2,佐藤花子,09:00,13:00,09:00,12:55,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240401_0532,2024,4,1,3,鈴木次郎,09:00,13:00,09:00,12:55,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240401_0533,2024,4,1,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240401_0534,2024,4,1,5,高橋健太,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240401_0535,2024,4,1,7,渡辺翔,14:00,18:00,14:00,18:12,4.0,4.2,0,12,FALSE,FALSE,
SH20240401_0536,2024,4,1,8,中村陽子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240401_0537,2024,4,1,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240402_0538,2024,4,2,2,佐藤花子,13:00,21:00,12:58,21:00,7.0,7.0,60,2,FALSE,FALSE,
SH20240402_0539,2024,4,2,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240402_0540,2024,4,2,6,伊藤さくら,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240402_0541,2024,4,2,9,小林大輔,09:00,13:00,08:52,13:00,4.0,4.1,0,8,FALSE,FALSE,
SH20240402_0542,2024,4,2,10,加藤真由美,14:00,18:00,14:00,17:57,4.0,4.0,0,0,FALSE,TRUE,早退
SH20240403_0543,2024,4,3,2,佐藤花子,09:00,13:00,09:00,12:52,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240403_0544,2024,4,3,8,中村陽子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240404_0545,2024,4,4,1,田中太郎,13:00,21:00,13:00,20:42,7.0,6.7,60,0,FALSE,TRUE,早退
SH20240404_0546,2024,4,4,2,佐藤花子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240404_0547,2024,4,4,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240404_0548,2024,4,4,5,高橋健太,14:00,18:00,14:02,18:14,4.0,4.2,0,12,TRUE,FALSE,遅刻
SH20240404_0549,2024,4,4,6,伊藤さくら,13:00,21:00,12:51,21:00,7.0,7.2,60,9,FALSE,FALSE,
SH20240404_0550,2024,4,4,7,渡辺翔,09:00,17:00,09:00,17:16,7.0,7.3,60,16,FALSE,FALSE,
SH20240404_0551,2024,4,4,8,中村陽子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240404_0552,2024,4,4,9,小林大輔,17:00,22:00,17:00,21:53,5.0,4.9,0,0,FALSE,TRUE,早退
SH20240405_0553,2024,4,5,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240405_0554,2024,4,5,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240405_0555,2024,4,5,3,鈴木次郎,13:00,21:00,12:50,21:00,7.0,7.2,60,10,FALSE,FALSE,
SH20240405_0556,2024,4,5,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240405_0557,2024,4,5,5,高橋健太,17:00,22:00,17:00,21:52,5.0,4.9,0,0,FALSE,TRUE,早退
SH20240405_0558,2024,4,5,6,伊藤さくら,14:00,18:00,13:51,18:00,4.0,4.2,0,9,FALSE,FALSE,
SH20240405_0559,2024,4,5,10,加藤真由美,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240406_0560,2024,4,6,9,小林大輔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240407_0561,2024,4,7,1,田中太郎,09:00,13:00,09:00,12:43,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240407_0562,2024,4,7,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240407_0563,2024,4,7,3,鈴木次郎,09:00,17:00,08:54,17:00,7.0,7.1,60,6,FALSE,FALSE,
SH20240407_0564,2024,4,7,5,高橋健太,09:00,17:00,09:00,17:07,7.0,7.1,60,7,FALSE,FALSE,
SH20240407_0565,2024,4,7,8,中村陽子,13:00,21:00,12:55,21:00,7.0,7.1,60,5,FALSE,FALSE,
SH20240407_0566,2024,4,7,9,小林大輔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240407_0567,2024,4,7,10,加藤真由美,14:00,18:00,14:00,18:16,4.0,4.3,0,16,FALSE,FALSE,
SH20240408_0568,2024,4,8,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240408_0569,2024,4,8,2,佐藤花子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240408_0570,2024,4,8,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240408_0571,2024,4,8,5,高橋健太,13:00,21:00,13:05,20:44,7.0,6.7,60,0,TRUE,TRUE,"遅刻, 早退"
SH20240408_0572,2024,4,8,6,伊藤さくら,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240408_0573,2024,4,8,8,中村陽子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240408_0574,2024,4,8,9,小林大輔,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240408_0575,2024,4,8,10,加藤真由美,17:00,22:00,17:05,22:00,5.0,4.9,0,0,TRUE,FALSE,遅刻
SH20240409_0576,2024,4,9,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240409_0577,2024,4,9,5,高橋健太,17:00,22:00,16:51,22:00,5.0,5.2,0,9,FALSE,FALSE,
SH20240409_0578,2024,4,9,9,小林大輔,17:00,22:00,17:00,22:04,5.0,5.1,0,4,FALSE,FALSE,
SH20240409_0579,2024,4,9,10,加藤真由美,14:00,18:00,14:00,17:52,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240410_0580,2024,4,10,1,田中太郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240410_0581,2024,4,10,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240410_0582,2024,4,10,3,鈴木次郎,09:00,17:00,09:00,17:02,7.0,7.0,60,2,FALSE,FALSE,
SH20240410_0583,2024,4,10,5,高橋健太,13:00,21:00,13:04,21:00,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240410_0584,2024,4,10,7,渡辺翔,14:00,18:00,14:00,18:14,4.0,4.2,0,14,FALSE,FALSE,
SH20240410_0585,2024,4,10,9,小林大輔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240410_0586,2024,4,10,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240411_0587,2024,4,11,1,田中太郎,09:00,17:00,09:05,17:05,7.0,7.0,60,0,TRUE,FALSE,遅刻
SH20240411_0588,2024,4,11,2,佐藤花子,13:00,21:00,13:00,21:02,7.0,7.0,60,2,FALSE,FALSE,
SH20240411_0589,2024,4,11,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240411_0590,2024,4,11,4,山田美咲,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240411_0591,2024,4,11,5,高橋健太,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240411_0592,2024,4,11,7,渡辺翔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240411_0593,2024,4,11,10,加藤真由美,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240412_0594,2024,4,12,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240412_0595,2024,4,12,3,鈴木次郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240412_0596,2024,4,12,4,山田美咲,17:00,22:00,16:54,22:19,5.0,5.4,0,25,FALSE,FALSE,
SH20240412_0597,2024,4,12,5,高橋健太,13:00,21:00,13:04,21:00,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240412_0598,2024,4,12,6,伊藤さくら,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240412_0599,2024,4,12,9,小林大輔,09:00,13:00,09:09,13:03,4.0,3.9,0,0,TRUE,FALSE,遅刻
SH20240412_0600,2024,4,12,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240413_0601,2024,4,13,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240413_0602,2024,4,13,2,佐藤花子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240413_0603,2024,4,13,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240413_0604,2024,4,13,7,渡辺翔,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240413_0605,2024,4,13,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240413_0606,2024,4,13,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240414_0607,2024,4,14,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240414_0608,2024,4,14,6,伊藤さくら,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240414_0609,2024,4,14,8,中村陽子,17:00,22:00,17:00,22:05,5.0,5.1,0,5,FALSE,FALSE,
SH20240414_0610,2024,4,14,9,小林大輔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240415_0611,2024,4,15,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240415_0612,2024,4,15,2,佐藤花子,09:00,13:00,09:12,13:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240415_0613,2024,4,15,3,鈴木次郎,13:00,21:00,13:05,21:00,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240415_0614,2024,4,15,6,伊藤さくら,17:00,22:00,17:00,22:15,5.0,5.3,0,15,FALSE,FALSE,
SH20240415_0615,2024,4,15,7,渡辺翔,09:00,17:00,08:54,17:00,7.0,7.1,60,6,FALSE,FALSE,
SH20240415_0616,2024,4,15,8,中村陽子,09:00,13:00,08:54,13:00,4.0,4.1,0,6,FALSE,FALSE,
SH20240415_0617,2024,4,15,10,加藤真由美,17:00,22:00,17:00,22:07,5.0,5.1,0,7,FALSE,FALSE,
SH20240416_0618,2024,4,16,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240416_0619,2024,4,16,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240416_0620,2024,4,16,4,山田美咲,13:00,21:00,13:11,21:00,7.0,6.8,60,0,TRUE,FALSE,遅刻
SH20240416_0621,2024,4,16,5,高橋健太,09:00,17:00,08:58,17:00,7.0,7.0,60,2,FALSE,FALSE,
SH20240416_0622,2024,4,16,7,渡辺翔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240416_0623,2024,4,16,8,中村陽子,17:00,22:00,17:10,22:00,5.0,4.8,0,0,TRUE,FALSE,遅刻
SH20240416_0624,2024,4,16,9,小林大輔,17:00,22:00,17:00,21:52,5.0,4.9,0,0,FALSE,TRUE,早退
SH20240416_0625,2024,4,16,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240417_0626,2024,4,17,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240417_0627,2024,4,17,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240417_0628,2024,4,17,6,伊藤さくら,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240417_0629,2024,4,17,7,渡辺翔,09:00,17:00,09:00,16:47,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240417_0630,2024,4,17,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240418_0631,2024,4,18,2,佐藤花子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240418_0632,2024,4,18,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240418_0633,2024,4,18,5,高橋健太,09:00,17:00,09:00,17:14,7.0,7.2,60,14,FALSE,FALSE,
SH20240418_0634,2024,4,18,6,伊藤さくら,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240418_0635,2024,4,18,7,渡辺翔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240418_0636,2024,4,18,8,中村陽子,14:00,18:00,14:00,18:17,4.0,4.3,0,17,FALSE,FALSE,
SH20240418_0637,2024,4,18,9,小林大輔,17:00,22:00,16:54,22:17,5.0,5.4,0,23,FALSE,FALSE,
SH20240418_0638,2024,4,18,10,加藤真由美,17:00,22:00,17:14,22:00,5.0,4.8,0,0,TRUE,FALSE,遅刻
SH20240419_0639,2024,4,19,2,佐藤花子,09:00,13:00,09:00,13:19,4.0,4.3,0,19,FALSE,FALSE,
SH20240419_0640,2024,4,19,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240419_0641,2024,4,19,5,高橋健太,17:00,22:00,17:10,22:00,5.0,4.8,0,0,TRUE,FALSE,遅刻
SH20240419_0642,2024,4,19,6,伊藤さくら,13:00,21:00,13:00,20:47,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240419_0643,2024,4,19,8,中村陽子,09:00,13:00,08:50,13:00,4.0,4.2,0,10,FALSE,FALSE,
SH20240420_0644,2024,4,20,1,田中太郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240420_0645,2024,4,20,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240420_0646,2024,4,20,4,山田美咲,17:00,22:00,17:00,21:47,5.0,4.8,0,0,FALSE,TRUE,早退
SH20240420_0647,2024,4,20,5,高橋健太,09:00,13:00,08:58,13:09,4.0,4.2,0,11,FALSE,FALSE,
SH20240420_0648,2024,4,20,6,伊藤さくら,13:00,21:00,13:00,20:50,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240420_0649,2024,4,20,10,加藤真由美,17:00,22:00,17:00,21:43,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240421_0650,2024,4,21,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240421_0651,2024,4,21,4,山田美咲,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240421_0652,2024,4,21,8,中村陽子,17:00,22:00,17:03,22:00,5.0,5.0,0,0,TRUE,FALSE,遅刻
SH20240421_0653,2024,4,21,9,小林大輔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240422_0654,2024,4,22,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240422_0655,2024,4,22,2,佐藤花子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240422_0656,2024,4,22,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240422_0657,2024,4,22,4,山田美咲,13:00,21:00,13:00,21:07,7.0,7.1,60,7,FALSE,FALSE,
SH20240422_0658,2024,4,22,5,高橋健太,14:00,18:00,14:00,18:13,4.0,4.2,0,13,FALSE,FALSE,
SH20240422_0659,2024,4,22,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240423_0660,2024,4,23,2,佐藤花子,09:00,17:00,08:52,17:00,7.0,7.1,60,8,FALSE,FALSE,
SH20240423_0661,2024,4,23,3,鈴木次郎,13:00,21:00,12:48,21:00,7.0,7.2,60,12,FALSE,FALSE,
SH20240423_0662,2024,4,23,6,伊藤さくら,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240423_0663,2024,4,23,7,渡辺翔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240424_0664,2024,4,24,2,佐藤花子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240424_0665,2024,4,24,3,鈴木次郎,13:00,21:00,13:00,21:09,7.0,7.2,60,9,FALSE,FALSE,
SH20240424_0666,2024,4,24,4,山田美咲,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240424_0667,2024,4,24,5,高橋健太,09:00,13:00,08:52,13:00,4.0,4.1,0,8,FALSE,FALSE,
SH20240424_0668,2024,4,24,7,渡辺翔,17:00,22:00,17:00,22:06,5.0,5.1,0,6,FALSE,FALSE,
SH20240424_0669,2024,4,24,8,中村陽子,14:00,18:00,14:00,17:46,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240424_0670,2024,4,24,9,小林大輔,14:00,18:00,14:00,18:14,4.0,4.2,0,14,FALSE,FALSE,
SH20240425_0671,2024,4,25,1,田中太郎,09:00,13:00,09:00,12:55,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240425_0672,2024,4,25,4,山田美咲,09:00,13:00,09:00,12:54,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240425_0673,2024,4,25,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240425_0674,2024,4,25,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240426_0675,2024,4,26,1,田中太郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240426_0676,2024,4,26,2,佐藤花子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240426_0677,2024,4,26,4,山田美咲,09:00,17:00,09:00,16:49,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240426_0678,2024,4,26,5,高橋健太,09:00,13:00,09:00,12:45,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240426_0679,2024,4,26,9,小林大輔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240427_0680,2024,4,27,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240427_0681,2024,4,27,3,鈴木次郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240427_0682,2024,4,27,5,高橋健太,09:00,17:00,08:48,17:00,7.0,7.2,60,12,FALSE,FALSE,
SH20240427_0683,2024,4,27,7,渡辺翔,14:00,18:00,14:00,17:51,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240427_0684,2024,4,27,8,中村陽子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240427_0685,2024,4,27,9,小林大輔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240428_0686,2024,4,28,2,佐藤花子,13:00,21:00,13:00,20:50,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240428_0687,2024,4,28,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240428_0688,2024,4,28,5,高橋健太,14:00,18:00,13:52,18:00,4.0,4.1,0,8,FALSE,FALSE,
SH20240428_0689,2024,4,28,7,渡辺翔,14:00,18:00,14:00,17:45,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240429_0690,2024,4,29,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240429_0691,2024,4,29,3,鈴木次郎,09:00,13:00,09:00,13:11,4.0,4.2,0,11,FALSE,FALSE,
SH20240429_0692,2024,4,29,4,山田美咲,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240429_0693,2024,4,29,6,伊藤さくら,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240429_0694,2024,4,29,8,中村陽子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240429_0695,2024,4,29,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240430_0696,2024,4,30,2,佐藤花子,09:00,13:00,09:00,13:19,4.0,4.3,0,19,FALSE,FALSE,
SH20240430_0697,2024,4,30,3,鈴木次郎,13:00,21:00,13:00,21:04,7.0,7.1,60,4,FALSE,FALSE,
SH20240430_0698,2024,4,30,4,山田美咲,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240430_0699,2024,4,30,7,渡辺翔,14:00,18:00,14:04,18:00,4.0,3.9,0,0,TRUE,FALSE,遅刻
SH20240430_0700,2024,4,30,9,小林大輔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240430_0701,2024,4,30,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240501_0702,2024,5,1,1,田中太郎,14:00,18:00,14:00,17:42,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240501_0703,2024,5,1,2,佐藤花子,09:00,17:00,09:00,17:02,7.0,7.0,60,2,FALSE,FALSE,
SH20240501_0704,2024,5,1,8,中村陽子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240502_0705,2024,5,2,1,田中太郎,17:00,22:00,17:00,22:07,5.0,5.1,0,7,FALSE,FALSE,
SH20240502_0706,2024,5,2,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
